122;[120, 125[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
123;[120, 125[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
124;[120, 125[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
125;[125, 130[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
126;[125, 130[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
127;[125, 130[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
128;[125, 130[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
129;[125, 130[;[120, 130[;[110, 130[;[90, 130[;[90, 170[;[90, 201[
130;[130, 135[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
131;[130, 135[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
132;[130, 135[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
133;[130, 135[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
134;[130, 135[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
135;[135, 140[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
136;[135, 140[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
137;[135, 140[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
138;[135, 140[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
139;[135, 140[;[130, 140[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
140;[140, 145[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
141;[140, 145[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
142;[140, 145[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
143;[140, 145[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
144;[140, 145[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
145;[145, 150[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
146;[145, 150[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
147;[145, 150[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
148;[145, 150[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
149;[145, 150[;[140, 150[;[130, 150[;[130, 170[;[90, 170[;[90, 201[
150;[150, 155[;[150, 160[;[150, 170[;[130, 170[;[90, 170[;[90, 201[
