112.0;[110, 115[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
113.0;[110, 115[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
114.0;[110, 115[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
114.6;[110, 115[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
115.0;[115, 120[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
116.0;[115, 120[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
117.0;[115, 120[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
118.0;[115, 120[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
119.0;[115, 120[;[110, 120[;[100, 120[;[80, 120[;[40, 120[;[40, 160[
120.0;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
121.0;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
121.3;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
121.8;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
122.0;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
123.0;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
124.0;[120, 125[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
125.0;[125, 130[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
126.0;[125, 130[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
127.0;[125, 130[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
128.0;[125, 130[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
129.0;[125, 130[;[120, 130[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
130.0;[130, 135[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
131.0;[130, 135[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
132.0;[130, 135[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
133.0;[130, 135[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
134.0;[130, 135[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
135.0;[135, 140[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
136.0;[135, 140[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
137.0;[135, 140[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
138.0;[135, 140[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
139.0;[135, 140[;[130, 140[;[120, 140[;[120, 160[;[120, 160[;[40, 160[
140.0;[140, 145[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
141.0;[140, 145[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
142.0;[140, 145[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
143.0;[140, 145[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
144.0;[140, 145[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
145.0;[145, 150[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
146.0;[145, 150[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
147.0;[145, 150[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
148.0;[145, 150[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
149.0;[145, 150[;[140, 150[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
150.0;[150, 155[;[150, 160[;[140, 160[;[120, 160[;[120, 160[;[40, 160[
