k,l,filename,classifier,accuracy,precision,recall,f1_score,roc_auc
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,lr,0.7270588235294118,0.7539142273655548,0.6615890083632019,0.7047406936048362,0.789485425483608
0,0,cvd_k0_l0.csv,rf,0.7071323529411765,0.7039542925875808,0.6992234169653524,0.7015808795984116,0.7624997988283764
0,0,cvd_k0_l0.csv,rf,0.7030882352941177,0.701180744777475,0.6917562724014337,0.6964366260712674,0.7620079342088323
0,0,cvd_k0_l0.csv,rf,0.7054411764705882,0.7037878787878787,0.6936977299880526,0.6987063778580024,0.7608879166026379
0,0,cvd_k0_l0.csv,rf,0.704485294117647,0.7019767617323073,0.6947431302270012,0.6983412144411919,0.7616108257502447
0,0,cvd_k0_l0.csv,rf,0.7072794117647059,0.7052154195011338,0.6966845878136201,0.7009240477800316,0.7637247825962058
0,0,cvd_k0_l0.csv,rf,0.7034558823529412,0.7018953752843063,0.6913082437275986,0.6965615830261078,0.7621595700239918
0,0,cvd_k0_l0.csv,rf,0.7041176470588235,0.7011442336645589,0.695489844683393,0.6983055930424352,0.7621053185797093
0,0,cvd_k0_l0.csv,rf,0.7064705882352941,0.7041062801932367,0.6965352449223416,0.7003003003003003,0.7622836583055415
0,0,cvd_k0_l0.csv,rf,0.7089705882352941,0.7062368183187707,0.7001194743130227,0.703164841757912,0.7624003270315132
0,0,cvd_k0_l0.csv,rf,0.7052941176470588,0.7025927042508291,0.6960872162485066,0.699324831207802,0.762460743412646
0,0,cvd_k0_l0.csv,rf,0.705,0.7027190332326284,0.6947431302270012,0.6987083208170622,0.7620333510537413
0,0,cvd_k0_l0.csv,rf,0.7052205882352941,0.7040242976461655,0.6923536439665472,0.698140200286123,0.7615362300143562
0,0,cvd_k0_l0.csv,rf,0.7047058823529412,0.7014431749849669,0.6968339307048984,0.6991309559484566,0.761813100573006
0,0,cvd_k0_l0.csv,rf,0.7046323529411764,0.7026781661370858,0.6935483870967742,0.6980834272829763,0.762115171662991
0,0,cvd_k0_l0.csv,rf,0.7056617647058824,0.7034295210756912,0.6953405017921147,0.6993616222305671,0.7619852429149516
0,0,cvd_k0_l0.csv,rf,0.7069117647058824,0.7051786795881284,0.695489844683393,0.7003007518796993,0.7629417707221482
0,0,cvd_k0_l0.csv,rf,0.7027205882352942,0.6993238166791885,0.695041816009558,0.697176241480039,0.7622166227290537
0,0,cvd_k0_l0.csv,rf,0.7052941176470588,0.7033898305084746,0.6941457586618877,0.6987372218881539,0.7621998476114137
0,0,cvd_k0_l0.csv,rf,0.7060294117647059,0.7027351968740607,0.6983273596176822,0.7005243445692884,0.7621609544308634
0,0,cvd_k0_l0.csv,rf,0.7028676470588235,0.6991747936984246,0.6959378733572282,0.6975525783998204,0.7619636440046182
0,0,cvd_k0_l0.csv,rf,0.7069852941176471,0.7047892430880798,0.6966845878136201,0.7007134810364251,0.763785631604486
0,0,cvd_k0_l0.csv,rf,0.7076470588235294,0.7052520374283127,0.697879330943847,0.7015463143672122,0.7620813510357439
0,0,cvd_k0_l0.csv,rf,0.705,0.7019259705085766,0.6966845878136201,0.6992954579523311,0.7628388270924272
0,0,cvd_k0_l0.csv,rf,0.7052205882352941,0.7035297682169368,0.6935483870967742,0.6985034218244717,0.7613104419061345
0,0,cvd_k0_l0.csv,rf,0.7038235294117647,0.7015105740181269,0.6935483870967742,0.6975067587864224,0.7629164728497048
0,0,cvd_k0_l0.csv,rf,0.7056617647058824,0.7030001507613448,0.6963859020310633,0.6996773951534249,0.7607557273777534
0,0,cvd_k0_l0.csv,rf,0.7072058823529411,0.705481526347668,0.6957885304659498,0.7006015037593984,0.7625400331530835
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7026822245794817,0.6925029868578255,0.697555471981948,0.7619369725409819
0,0,cvd_k0_l0.csv,rf,0.7055882352941176,0.7044971133394106,0.6925029868578255,0.698448561530351,0.7627376356026531
0,0,cvd_k0_l0.csv,rf,0.7069852941176471,0.7048511410004534,0.6965352449223416,0.7006685194922256,0.7632146178483272
0,0,cvd_k0_l0.csv,rf,0.7061029411764705,0.7042530649311336,0.6948924731182796,0.6995414568142524,0.7631283628108165
0,0,cvd_k0_l0.csv,rf,0.7063235294117647,0.7043872919818457,0.6953405017921147,0.6998346610551631,0.7617732988754463
0,0,cvd_k0_l0.csv,rf,0.7063235294117647,0.7045110505600969,0.695041816009558,0.6997443993384453,0.7622561432189674
0,0,cvd_k0_l0.csv,rf,0.7032352941176471,0.7014541048167222,0.6916069295101553,0.696495713641149,0.7618665841041019
0,0,cvd_k0_l0.csv,rf,0.7034558823529412,0.7010418239468519,0.6933990442054958,0.6971994894511601,0.7620420793064399
0,0,cvd_k0_l0.csv,rf,0.7034558823529412,0.7005573128483206,0.6945937873357229,0.6975628046494188,0.7620986236746035
0,0,cvd_k0_l0.csv,rf,0.7034558823529412,0.700799276127281,0.6939964157706093,0.6973812560966459,0.7612057353207878
0,0,cvd_k0_l0.csv,rf,0.7030882352941177,0.700815956482321,0.692652329749104,0.6967102298332583,0.7621377980627995
0,0,cvd_k0_l0.csv,rf,0.7058823529411765,0.7040569179533758,0.6945937873357229,0.6992933393474665,0.7631475390091246
0,0,cvd_k0_l0.csv,rf,0.7027205882352942,0.6999849238655209,0.6933990442054958,0.6966764198364469,0.7614668366199152
0,0,cvd_k0_l0.csv,rf,0.7058088235294118,0.7033962264150944,0.6959378733572282,0.699647173635613,0.7628956526682366
0,0,cvd_k0_l0.csv,rf,0.7046323529411764,0.7024331267946199,0.6941457586618877,0.6982648539022008,0.760915215375638
0,0,cvd_k0_l0.csv,rf,0.7044117647058824,0.7022981554278802,0.6936977299880526,0.6979714500375658,0.7615860686617355
0,0,cvd_k0_l0.csv,rf,0.7048529411764706,0.7025067955300514,0.6947431302270012,0.6986033939029884,0.7622658016200328
0,0,cvd_k0_l0.csv,rf,0.7023529411764706,0.7007885956930543,0.6901135005973715,0.6954100827689992,0.7616843182869073
0,0,cvd_k0_l0.csv,rf,0.7052205882352941,0.7029149675275638,0.695041816009558,0.6989562213711797,0.761663368317295
0,0,cvd_k0_l0.csv,rf,0.7083823529411765,0.7062556663644606,0.6980286738351255,0.7021180712032448,0.7634231008706535
0,0,cvd_k0_l0.csv,rf,0.7041176470588235,0.7009022556390977,0.6960872162485066,0.6984864378840102,0.7613994333103522
0,0,cvd_k0_l0.csv,rf,0.70375,0.7003154574132492,0.696236559139785,0.6982700516737811,0.761515626146462
0,0,cvd_k0_l0.csv,rf,0.7041911764705883,0.7028380634390651,0.6916069295101553,0.697177267595032,0.7620574159388147
0,0,cvd_k0_l0.csv,rf,0.7058823529411765,0.7041805513480763,0.6942951015531661,0.6992028876522787,0.7608220058567332
0,0,cvd_k0_l0.csv,rf,0.7044117647058824,0.7022981554278802,0.6936977299880526,0.6979714500375658,0.7614128339362425
0,0,cvd_k0_l0.csv,rf,0.7041176470588235,0.7018126888217523,0.6938470728793309,0.6978071492940823,0.7619955827037743
0,0,cvd_k0_l0.csv,rf,0.7046323529411764,0.7020057306590258,0.6951911589008363,0.6985818263675245,0.7614984832957468
0,0,cvd_k0_l0.csv,rf,0.705514705882353,0.7038327526132404,0.6938470728793309,0.6988042415582463,0.7617712979748897
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7012185948548217,0.6960872162485066,0.698643483474481,0.762169953075529
0,0,cvd_k0_l0.csv,rf,0.705735294117647,0.7035358114233907,0.6953405017921147,0.6994141505182514,0.7629165269280981
0,0,cvd_k0_l0.csv,rf,0.7058088235294118,0.7026620544442773,0.6977299880525687,0.7001873360809291,0.7631935164592133
0,0,cvd_k0_l0.csv,rf,0.7051470588235295,0.7028700906344411,0.6948924731182796,0.6988585160708921,0.76334270793099
0,0,cvd_k0_l0.csv,rf,0.7042647058823529,0.7016591251885369,0.6947431302270012,0.6981840012006603,0.761365753286928
0,0,cvd_k0_l0.csv,rf,0.70625,0.7040955115611304,0.6957885304659498,0.6999173739953428,0.7619375782189882
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7011580688825387,0.696236559139785,0.6986886474334957,0.7627085089799551
0,0,cvd_k0_l0.csv,rf,0.7063970588235294,0.7048037581451735,0.6945937873357229,0.6996615268898082,0.7613820957774204
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7020697990633026,0.6939964157706093,0.698009763424709,0.7623693725591176
0,0,cvd_k0_l0.csv,rf,0.705514705882353,0.7038945294741628,0.6936977299880526,0.6987589319292968,0.7623124280108426
0,0,cvd_k0_l0.csv,rf,0.7041911764705883,0.7009472259810555,0.696236559139785,0.698583951449764,0.7611029863732832
0,0,cvd_k0_l0.csv,rf,0.7029411764705882,0.7007862110674328,0.6922043010752689,0.6964688204357626,0.7613983192954477
0,0,cvd_k0_l0.csv,rf,0.7031617647058823,0.7002560626600391,0.6942951015531661,0.697262842144732,0.7609979445018973
0,0,cvd_k0_l0.csv,rf,0.705514705882353,0.7035244289819997,0.6945937873357229,0.6990305854061772,0.76231203864641
0,0,cvd_k0_l0.csv,rf,0.705,0.7021693281108767,0.6960872162485066,0.6991150442477876,0.7615381227581262
0,0,cvd_k0_l0.csv,rf,0.7040441176470589,0.7025633247383589,0.6917562724014337,0.697117917074272,0.7622745406884102
0,0,cvd_k0_l0.csv,rf,0.7042647058823529,0.7015375339161893,0.695041816009558,0.6982745686421605,0.7615892701026261
0,0,cvd_k0_l0.csv,rf,0.7069852941176471,0.7054721843262088,0.695041816009558,0.7002181599337997,0.7615326932874263
0,0,cvd_k0_l0.csv,rf,0.7044117647058824,0.7017490952955368,0.695041816009558,0.6983793517406963,0.7615319578212758
0,0,cvd_k0_l0.csv,rf,0.7070588235294117,0.7045866022933012,0.6974313022700119,0.7009906934854399,0.7622491238435012
0,0,cvd_k0_l0.csv,rf,0.7064705882352941,0.7041062801932367,0.6965352449223416,0.7003003003003003,0.7616511466003812
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7024368094445286,0.693100358422939,0.697737352476885,0.7615290592193884
0,0,cvd_k0_l0.csv,rf,0.7016176470588236,0.6988841978287093,0.6922043010752689,0.6955282112845139,0.760992396058732
0,0,cvd_k0_l0.csv,rf,0.7049264705882353,0.7029193767962487,0.6939964157706093,0.6984293980611708,0.7626050137506212
0,0,cvd_k0_l0.csv,rf,0.7065441176470588,0.7040893315225593,0.6968339307048984,0.7004428432034827,0.761713617960464
0,0,cvd_k0_l0.csv,rf,0.7034558823529412,0.7001352773185029,0.6956391875746715,0.6978799910105625,0.760904962112245
0,0,cvd_k0_l0.csv,rf,0.7030147058823529,0.7001054375658985,0.6941457586618877,0.6971128608923884,0.7625152219861808
0,0,cvd_k0_l0.csv,rf,0.70375,0.7008585630366019,0.6948924731182796,0.6978627671541058,0.7613748925354166
0,0,cvd_k0_l0.csv,rf,0.7059558823529412,0.704225352112676,0.6944444444444444,0.6993006993006993,0.7625835987068255
0,0,cvd_k0_l0.csv,rf,0.705514705882353,0.7034013605442176,0.6948924731182796,0.6991210277214335,0.7620764623489786
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7020087600060414,0.6941457586618877,0.6980551175189607,0.7610145357529996
0,0,cvd_k0_l0.csv,rf,0.7059558823529412,0.7026296018031555,0.6983273596176822,0.7004718747659351,0.7616384057308907
0,0,cvd_k0_l0.csv,rf,0.7061029411764705,0.7049977214036154,0.693100358422939,0.6989984185556142,0.7629407540483517
0,0,cvd_k0_l0.csv,rf,0.7043382352941177,0.7022531377589596,0.6935483870967742,0.6978736193553234,0.7617183660434067
0,0,cvd_k0_l0.csv,rf,0.7079411764705882,0.7056159420289855,0.6980286738351255,0.7018018018018019,0.7629229298098794
0,0,cvd_k0_l0.csv,rf,0.7084558823529412,0.7066121954909971,0.6974313022700119,0.7019917324314168,0.7622725830505682
0,0,cvd_k0_l0.csv,rf,0.7041176470588235,0.7010231718326813,0.6957885304659498,0.6983960425723279,0.7617023480232746
0,0,cvd_k0_l0.csv,rf,0.7050735294117647,0.7024581511084301,0.6956391875746715,0.6990320402191041,0.7612672332697891
0,0,cvd_k0_l0.csv,rf,0.7077205882352942,0.7048020472678007,0.6992234169653524,0.7020016492990478,0.762455292310589
0,0,cvd_k0_l0.csv,rf,0.7052205882352941,0.7030990173847317,0.6945937873357229,0.6988205243783338,0.7627727216643063
0,0,cvd_k0_l0.csv,rf,0.7039705882352941,0.7009936766034327,0.6953405017921147,0.6981556455240666,0.7624130895323613
0,0,cvd_k0_l0.csv,rf,0.7047058823529412,0.7019288728149488,0.6956391875746715,0.6987698769876989,0.7619811654040876
0,0,cvd_k0_l0.csv,rf,0.7023529411764706,0.7,0.6920549581839904,0.6960048062481226,0.7623466163711651
0,0,cvd_k0_l0.csv,rf,0.7036029411764706,0.7014970512626645,0.6928016726403823,0.6971222481027876,0.7620583460871817
0,0,cvd_k0_l0.csv,rf,0.7048529411764706,0.7026291931097008,0.6944444444444444,0.6985128436232537,0.7625830471072127
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579694765972
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001580343706693
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579911079546
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579911079546
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579694765972
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001580343706693
0,0,cvd_k0_l0.csv,gb,0.7358823529411764,0.7557679630850362,0.6848864994026285,0.7185835161391414,0.8001700397740092
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001580343706693
0,0,cvd_k0_l0.csv,gb,0.7358823529411764,0.7557679630850362,0.6848864994026285,0.7185835161391414,0.8001699965112945
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579694765972
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001580343706693
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579694765972
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001580343706693
0,0,cvd_k0_l0.csv,gb,0.7358088235294118,0.7556434338441259,0.6848864994026285,0.718527222875049,0.8001579911079546
